id,xinit_1,xinit_2,xfinal_1,xfinal_2,iters,sub_iters,runtime
1,-5.0,-5.0,0.0,-4.9787022905568266e-8,9,16565,0.12970900535583496
2,-4.5,-5.0,0.0,-4.935030068895524e-8,6,10210,0.10209393501281738
3,-4.0,-5.0,0.0,-4.42660894502343e-8,4,6075,0.04736208915710449
4,-3.5,-5.0,0.0,-4.122358541954668e-8,4,3768,0.029462099075317383
5,-3.0,-5.0,0.0,-3.602224883674287e-8,4,2040,0.015857934951782227
6,-2.5,-5.0,0.0,-3.965085956936743e-8,4,1374,0.010770082473754883
7,-2.0,-5.0,0.0,-3.9919159692074466e-8,4,895,0.007028818130493164
8,-1.5,-5.0,0.0,-4.043758323077171e-8,4,345,0.002856016159057617
9,-1.0,-5.0,0.0,-3.818253619170473e-8,4,364,0.0029518604278564453
10,-0.5,-5.0,0.0,-3.821592158254556e-8,4,516,0.004122018814086914
11,0.0,-5.0,0.0,-3.9904024265144896e-8,4,797,0.0063440799713134766
12,0.5,-5.0,0.0,-3.997804751389564e-8,4,1206,0.00949716567993164
13,1.0,-5.0,0.0,-4.069681046031157e-8,4,1742,0.013737916946411133
14,1.5,-5.0,0.0,-4.1441887247590816e-8,4,2259,0.018021106719970703
15,2.0,-5.0,0.0,-3.9807019668429416e-8,4,4087,0.0333249568939209
16,2.5,-5.0,0.0,-4.807525478190188e-8,5,8002,0.06448101997375488
17,3.0,-5.0,0.0,-4.8477514249988026e-8,7,12254,0.10380291938781738
18,3.5,-5.0,0.0,-3.627674637808605e-8,4,2095,0.017811059951782227
19,4.0,-5.0,0.0,-4.091818828349252e-8,4,2234,0.04202890396118164
20,4.5,-5.0,0.0,-3.5342678493070866e-8,4,2395,0.018498897552490234
21,5.0,-5.0,0.0,-4.080442168822834e-8,4,2651,0.020511865615844727
22,-5.0,-4.5,0.0,-4.9345998980148824e-8,9,16038,0.12411904335021973
23,-4.5,-4.5,0.0,-4.3126654583809156e-8,6,10038,0.07931900024414062
24,-4.0,-4.5,0.0,-4.467076042109271e-8,4,6033,0.04870796203613281
25,-3.5,-4.5,0.0,-4.0945426084441976e-8,4,3409,0.027993202209472656
26,-3.0,-4.5,0.0,-4.058685847285759e-8,4,2016,0.017199993133544922
