id,iters,subiters,runtime,cviolation,rank
1,4,274,0.15798401832580566,3.442701679290394e-7,19
2,4,421,0.15975213050842285,6.676070256617095e-7,20
3,4,539,0.18595504760742188,2.872923410279782e-7,20
4,4,465,0.1493849754333496,6.825266325449775e-7,19
5,4,255,0.11461710929870605,2.2584078607224e-7,20
6,4,449,0.15253400802612305,7.123761029959041e-7,19
7,4,311,0.13049697875976562,4.4590163383873005e-7,20
8,4,443,0.14899706840515137,7.5315963954381e-7,20
9,4,434,0.16035199165344238,4.1510320514248633e-7,19
10,4,587,0.19278597831726074,3.948647488982715e-7,20
11,4,387,0.13733410835266113,6.757439052762493e-7,20
12,4,454,0.14658403396606445,5.967771059545157e-7,19
13,5,517,0.1864941120147705,4.4117577857605283e-7,19
14,4,300,0.10855603218078613,3.292243704322573e-7,20
15,4,541,0.18290305137634277,9.977660795357224e-7,19
16,4,514,0.1691911220550537,6.522376310158506e-7,19
17,4,466,0.1560840606689453,4.5594088504685715e-7,19
18,4,320,0.12982916831970215,4.1440856080043886e-7,19
19,4,286,0.10737991333007812,5.668657827584411e-7,19
20,4,357,0.1444239616394043,3.794571057369467e-7,19
